title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,l3
6双装男女棉质短袜套装 - Hoahi批发,多色，33至38,6.86,https://cf.shopee.com.br/file/br-11134207-7r98o-mdhyp57am1mh3a,http://shopee.com.br/product/1413449063/22294342577,Men Clothes,Socks,IVCN2026041626760,1.49548E+11,https://detail.1688.com/offer/799695882807.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417604339742011216e0f38&token=2ZrJ4pXrgxUogusfuvdU5Lvh8QfRTQ1nEa9RWgjs7F%2FzTwkMMNQj9pfhJuLaoqjy,,4-21发布,22294342577,6.86,,2,
6双装男女棉质短袜套装 - Hoahi批发,多色，39至43,6.14,https://cf.shopee.com.br/file/br-11134207-7r98o-mdhyp57am1mh3a,http://shopee.com.br/product/1413449063/22294342577,Men Clothes,Socks,IVCN2026041626763,1.49548E+11,https://detail.1688.com/offer/799695882807.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417604339742011216e0f38&token=2ZrJ4pXrgxUogusfuvdU5Lvh8QfRTQ1nEa9RWgjs7F%2FzTwkMMNQj9pfhJuLaoqjy,,4-21发布,22294342577,6.14,,2,
原宿风棉袜情侣磁吸3D手形多色男女通用趣味长手,6对/成人手牵手,15.72,https://cf.shopee.com.br/file/sg-11134201-824hl-mdvrybagiqrp69,http://shopee.com.br/product/453732980/22294359972,Women Clothes,Socks & Stockings,IVCN202604221796,1.89611E+11,https://detail.1688.com/offer/826679824285.html?spm=a26352.b28411319/2508.0.0,,4-21发布,22294359972,15.72,,1,Socks
Kendall 7/8 硅胶高弹力无趾长筒袜，1713,G,28.5,https://cf.shopee.com.br/file/sg-11134201-7rdyi-md3jre41cwu81a,http://shopee.com.br/product/1610428981/22294663960,Women Clothes,Socks & Stockings,IVCN202604221796,1.89181E+11,https://detail.1688.com/offer/570975253766.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,4-22发布,22294663960,28.5,高价品,2,Socks
Kendall 7/8 硅胶高弹力无趾长筒袜，1713,M,28.5,https://cf.shopee.com.br/file/sg-11134201-7rdyi-md3jre41cwu81a,http://shopee.com.br/product/1610428981/22294663960,Women Clothes,Socks & Stockings,IVCN202603190034,1.89181E+11,https://detail.1688.com/offer/570975253766.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,4-22发布,22294663960,28.5,高价品,2,Socks
高帮运动袜，适合跑步、步行、跑步、运动穿着，具有压缩功能，男女通用，聚酰胺材质。,01 黑色和 01 白色,7.8,https://cf.shopee.com.br/file/br-11134207-81ztc-mjr3r0ttlp8jc9,http://shopee.com.br/product/348144035/22298211096,Men Clothes,Socks,IVCN202604220069,2.388E+11,https://detail.1688.com/offer/582488662755.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22298211096,7.8,,1,
12双装长款棉质足球袜，带侧插袋，尺码40-46,6双，40-46码足球鞋,29.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m88jyprzx8292c,http://shopee.com.br/product/1264696789/22298401186,Men Clothes,Socks,IVCN202604220069,2.09174E+11,https://detail.1688.com/offer/918691417531.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22298401186,29.4,,2,
12双装长款棉质足球袜，带侧插袋，尺码40-46,12双，40-46码足球高邦,29.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m88jyprzymmp41,http://shopee.com.br/product/1264696789/22298401186,Men Clothes,Socks,IVCN2026041626765,2.09174E+11,https://detail.1688.com/offer/918691417531.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22298401186,29.4,,2,
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,六件套（白色），尺码33-38,5.88,https://cf.shopee.com.br/file/br-11134207-7r98o-mc95k5nwkvds81,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN2026041626765,1.09724E+11,https://detail.1688.com/offer/799351506892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17639793982176127e0ce6&token=kNM9dkTdmSFXW3XyP4gyn4ZbtYQhcrNG6yu4JZB6eyBYaRZ7aNIDjLiQwCWeA9nX,,4-21发布,22298584207,5.88,,4,Socks
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,套装包含6件（六件）-白色，39-43,5.88,https://cf.shopee.com.br/file/br-11134207-7r98o-mc95k5nwkvds81,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN2026041626765,1.09724E+11,https://detail.1688.com/offer/799351506892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17639793982176127e0ce6&token=kNM9dkTdmSFXW3XyP4gyn4ZbtYQhcrNG6yu4JZB6eyBYaRZ7aNIDjLiQwCWeA9nX,,4-21发布,22298584207,5.88,,4,Socks
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,六件套（六件）-黑色，尺码39-43,5.88,https://cf.shopee.com.br/file/br-11134207-7r98o-mc95k5nwm9y882,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN202604220072,1.09724E+11,https://detail.1688.com/offer/799351506892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17639793982176127e0ce6&token=kNM9dkTdmSFXW3XyP4gyn4ZbtYQhcrNG6yu4JZB6eyBYaRZ7aNIDjLiQwCWeA9nX,,4-21发布,22298584207,5.88,,4,Socks
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,套装包含 6 件（六件）- 白色/黑色/灰色，33-38,14.9,https://cf.shopee.com.br/file/br-11134207-7r98o-mc98rcw7aprf54,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN202604220074,2.19177E+11,https://detail.1688.com/offer/831198218073.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22298584207,14.9,,4,Socks
3双装聚酰胺短袜，适用于运动、跑步、步行、骑行 0174,白色的,10.95,https://cf.shopee.com.br/file/br-11134207-81ztc-mk2onk2rcao113,http://shopee.com.br/product/288509618/22299363347,Women Clothes,Socks & Stockings,IVCN202602281170,2.09618E+11,https://detail.1688.com/offer/966863804226.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22299363347,10.95,,1,Socks
Jcolour Kit 5 专业足球袜 防滑篮球运动足球袜,5双白色袜子，尺码40-46,12.45,https://cf.shopee.com.br/file/br-11134207-81z1k-me5gnzkm680117,http://shopee.com.br/product/1220262169/22393169988,Men Clothes,Socks,IVCN202602281170,1.19865E+11,https://detail.1688.com/offer/907225791786.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22393169988,12.45,,2,
Jcolour Kit 5 专业足球袜 防滑篮球运动足球袜,5双黑色，尺码40-46,12.5,https://cf.shopee.com.br/file/br-11134207-81z1k-me5gnzkm4tfl22,http://shopee.com.br/product/1220262169/22393169988,Men Clothes,Socks,IVCN2026032515941,1.19865E+11,https://detail.1688.com/offer/820904586165.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,22393169988,12.5,,2,
KM 聚酰胺高帮压缩袜，适用于跑步、骑行和步行,白色,6.6,https://cf.shopee.com.br/file/br-11134207-7r98o-ma07b678k7426e,http://shopee.com.br/product/288509618/22393944556,Women Clothes,Socks & Stockings,IVCN2026041626769,2.28785E+11,https://detail.1688.com/offer/624403021546.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22393944556,6.6,,1,Socks
4双加厚保暖滑雪袜，适合严寒和雪地环境，长款，尺码37-44,4双加厚保暖滑雪袜，适合严寒和雪地环境，长款，尺码37-44,43.94,https://cf.shopee.com.br/file/br-11134207-7r98o-m9rq0cyki5a1dc,http://shopee.com.br/product/342185703/22393986942,Men Clothes,Socks,IVCN2026032515943,1.2965E+11,https://detail.1688.com/offer/683378512562.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=a2e7cb588a2891b033b6c5c84645521a&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC8BA97B66DF36C002D7CFCBEC2493B16501A8B42798BE99328EAD1F615DB7E8E17EEF6D6099BA67CE089F770C23C101B79D315911FC14CBF1519C58F223D2D392AFD22EB2FD4EC1C198ECF0485F00D6105B05F141A0A10CF8AE24C036A94C69D4288A3F83B699DADED36F2504870C7C5FBC937F5E1C9F1D27FD5CDC27CEDE5B843CA5912832CC0472%26cbu_cps_trace_flag%3Dwrite,,4-21发布,22393986942,43.94,,1,
Vitall Medical 1671 中等压力七分袜，带趾套，压力范围 18-21 mmHg,Bege，M,20.5,https://cf.shopee.com.br/file/br-11134207-81z1k-me022cz5pkapfc,http://shopee.com.br/product/1021156864/22394364867,Women Clothes,Socks & Stockings,IVCN2026032515947,2.39427E+11,https://detail.1688.com/offer/675756882961.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,4-21发布,22394364867,20.5,高价品,1,Socks
弹性大腿袜 7/8 - 高压力 20-30mmHg 静脉曲张袜 Attiva 无趾套,M，自然深富色,52,https://cf.shopee.com.br/file/br-11134207-81zuh-mkx2qavyq70hb5,http://shopee.com.br/product/1262713195/22397772030,Women Clothes,Socks & Stockings,IVCN2026032515947,2.09599E+11,https://detail.1688.com/offer/673306850616.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417743209339957191e0e4f&token=lvhRBsE3wp1w51USuNUGJ5dyxJl2Sh2kOCqEuhkuJqT8T%2Bi4ojNS8wMKxeBKGiAh,高价品,4-21发布,22397772030,52,高价品,4,Pantyhose
弹性大腿袜 7/8 - 高压力 20-30mmHg 静脉曲张袜 Attiva 无趾套,G，自然深肤色,52,https://cf.shopee.com.br/file/br-11134207-81zuh-mkx2qavyq70hb5,http://shopee.com.br/product/1262713195/22397772030,Women Clothes,Socks & Stockings,IVCN2026032515947,2.09599E+11,https://detail.1688.com/offer/673306850616.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417743209339957191e0e4f&token=lvhRBsE3wp1w51USuNUGJ5dyxJl2Sh2kOCqEuhkuJqT8T%2Bi4ojNS8wMKxeBKGiAh,高价品,4-21发布,22397772030,52,高价品,4,Pantyhose
弹性大腿袜 7/8 - 高压力 20-30mmHg 静脉曲张袜 Attiva 无趾套,GG，自然肤色,52,https://cf.shopee.com.br/file/br-11134207-81zuh-mkx2qavyq70hb5,http://shopee.com.br/product/1262713195/22397772030,Women Clothes,Socks & Stockings,IVCN2026032515947,2.09599E+11,https://detail.1688.com/offer/673306850616.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417743209339957191e0e4f&token=lvhRBsE3wp1w51USuNUGJ5dyxJl2Sh2kOCqEuhkuJqT8T%2Bi4ojNS8wMKxeBKGiAh,高价品,4-21发布,22397772030,52,高价品,4,Pantyhose
弹性大腿袜 7/8 - 高压力 20-30mmHg 静脉曲张袜 Attiva 无趾套,GG，深色自然色,16.8,https://cf.shopee.com.br/file/br-11134207-81zuh-mkx2qavyq70hb5,http://shopee.com.br/product/1262713195/22397772030,Women Clothes,Socks & Stockings,IVCN2026032515951,2.09599E+11,https://detail.1688.com/offer/628086998608.html?spm=a26352.13672862.offerlist.18.42116374oQBs5A&cosite=-&tracelog=p4p&_p_isad=1&clickid=ed4260bfc5614fb2a9b4903ab6d85994&sessionid=8a24699bca5073cb42dedb160b93700b,高价品,4-21发布,22397772030,16.8,高价品,4,Pantyhose
Vitall Medical 1881 米色高弹力七分袜，无趾设计，适用于消肿、静脉曲张和疲劳,Bege，M,29.6,https://cf.shopee.com.br/file/br-11134207-7r98o-mbeaultvmnsp49,http://shopee.com.br/product/1049409543/22398672881,Women Clothes,Socks & Stockings,IVCN202604220076,1.39834E+11,https://detail.1688.com/offer/673306850616.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017738864455886450e119e&token=lvhRBsE3wp1w51USuNUGJ9ITIcEQopNkpak88%2BOdm908EevMXVL1ZTCak%2FIBgPJp,高价品,4-21发布,22398672881,29.6,高价品,1,Socks
两双装男女通用中筒运动袜，适用于健身房、速干运动、动感单车等，97% 聚酰胺纤维,粉色/蓝色，尺码 34 至 39,7.2,https://cf.shopee.com.br/file/br-11134207-820lv-mlqfxf2c9tza12,http://shopee.com.br/product/1386719584/22399349600,Men Clothes,Socks,IVCN202604220076,2.29439E+11,https://detail.1688.com/offer/746517734871.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22399349600,7.2,,3,
两双装男女通用中筒运动袜，适用于健身房、速干运动、动感单车等，97% 聚酰胺纤维,白色/蓝色，尺码 34 至 39,7.2,https://cf.shopee.com.br/file/br-11134207-820mc-mlqaf2kapc7b2d,http://shopee.com.br/product/1386719584/22399349600,Men Clothes,Socks,IVCN202604220076,2.29439E+11,https://detail.1688.com/offer/746517734871.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22399349600,7.2,,3,
两双装男女通用中筒运动袜，适用于健身房、速干运动、动感单车等，97% 聚酰胺纤维,白色/粉色，尺码 34 至 39,7.2,https://cf.shopee.com.br/file/br-11134207-81ztc-mk3wxhg84t1fc7,http://shopee.com.br/product/1386719584/22399349600,Men Clothes,Socks,IVCN2025090310390,2.388E+11,https://detail.1688.com/offer/746517734871.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22399349600,7.2,,3,
Jcolour Kit 10 专业运动足球袜批发，专业防滑,10双 #JC 白色，尺码 39-46,28.9,https://cf.shopee.com.br/file/br-11134207-7r98o-mc6qhfvqc3vr3f,http://shopee.com.br/product/1220262169/22493257235,Men Clothes,Socks,IVCN2025090310390,1.89166E+11,https://detail.1688.com/offer/800698439877.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22493257235,28.9,,3,
Jcolour Kit 10 专业运动足球袜批发，专业防滑,10双 #迷彩黑色，尺码39-46,25,https://cf.shopee.com.br/file/br-11134207-7r98o-lzjyxnxpg4gl36,http://shopee.com.br/product/1220262169/22493257235,Men Clothes,Socks,IVCN2025090310390,1.89166E+11,https://detail.1688.com/offer/747081426999.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22493257235,25,,3,
Jcolour Kit 10 专业运动足球袜批发，专业防滑,10 双 #JC 蓝色，39-46,24.9,https://cf.shopee.com.br/file/br-11134207-7r98o-lzjyxo1uxdeta5,http://shopee.com.br/product/1220262169/22493257235,Men Clothes,Socks,IVCN2026041626771,1.89166E+11,https://detail.1688.com/offer/801958383975.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22493257235,24.9,,3,
套装包含最多 48 双不同款式的中筒棉袜，男女通用,48双,25.44,https://cf.shopee.com.br/file/br-11134207-81z1k-mfho5ajc1zwg9d,http://shopee.com.br/product/1288967395/22493396808,Men Clothes,Socks,IVCN202602281190,1.09866E+11,https://detail.1688.com/offer/799695882807.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,22493396808,25.44,,1,
Jcolour Kit 3 男女通用压缩袜，适用于运动、跑步、马拉松、骑行、水肿、静脉曲张等。,混合Z，L/XL,12.9,https://cf.shopee.com.br/file/br-11134207-7r98o-mcvxfggo43si34,http://shopee.com.br/product/1220262169/22497666538,Women Clothes,Socks & Stockings,IVCN202602281190,1.69398E+11,https://detail.1688.com/offer/591813293729.html?spm=a26352.b28411319.offerlist.10.35971e62UO6jTL,,4-21发布,22497666538,12.9,,2,Socks
Jcolour Kit 3 男女通用压缩袜，适用于运动、跑步、马拉松、骑行、水肿、静脉曲张等。,混合B、L/XL,10.61,https://cf.shopee.com.br/file/br-11134207-7r98o-mcvx83glllbma5,http://shopee.com.br/product/1220262169/22497666538,Women Clothes,Socks & Stockings,IVCN2026031722728,1.7971E+11,https://detail.1688.com/offer/630455356780.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22497666538,10.61,,2,Socks
女士高帮袜套装，3至24双装，成人尺码35-40,多色，24对,15.36,https://cf.shopee.com.br/file/br-11134207-81z1k-mgjx4nlnt0qt6e,http://shopee.com.br/product/487020334/22498126774,Women Clothes,Socks & Stockings,IVCN202604220080,3.50059E+11,https://detail.1688.com/offer/602537529406.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i17&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22498126774,15.36,,1,Socks
3/6/12 双装隐形速干健身棉质透气防臭男女通用短袜，尺码 37-43,12双，黑色、白色和灰色,6.96,https://cf.shopee.com.br/file/br-11134207-81ztc-mjplvxnpkpoj8c,http://shopee.com.br/product/390699115/22498544197,Men Clothes,Socks,IVCN202604221799,1.19869E+11,https://detail.1688.com/offer/752778035505.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-22发布,22498544197,6.96,,1,
Kendall 高压七分袜（无趾套）20-30 mmHg,M,36,https://cf.shopee.com.br/file/br-11134207-81z1k-meged313bb413f,http://shopee.com.br/product/1345917176/22594400246,Women Clothes,Socks & Stockings,IVCN202604221799,1.99612E+11,https://detail.1688.com/offer/949112405987.html?spm=a26352.13672862.offerlist.1.173a1e62noXbxI&cosite=-&tracelog=p4p&_p_isad=1&clickid=b9152196b61c4c3c8dd184f9894b7648&sessionid=0b600080aeb62f357e456308fff880f0,高价品,4-22发布,22594400246,36,高价品,2,Others
Kendall 高压七分袜（无趾套）20-30 mmHg,G,36,https://cf.shopee.com.br/file/br-11134207-81z1k-meged314sooy32,http://shopee.com.br/product/1345917176/22594400246,Women Clothes,Socks & Stockings,IVCN202602281208,1.99612E+11,https://detail.1688.com/offer/949112405987.html?spm=a26352.13672862.offerlist.1.173a1e62noXbxI&cosite=-&tracelog=p4p&_p_isad=1&clickid=b9152196b61c4c3c8dd184f9894b7648&sessionid=0b600080aeb62f357e456308fff880f0,高价品,4-22发布,22594400246,36,高价品,2,Others
12双装女士防滑普拉提/瑜伽袜，印花/纯色可选,12双多色,27.36,https://cf.shopee.com.br/file/br-11134207-7r98o-makb021br6331f,http://shopee.com.br/product/432536787/22598214687,Women Clothes,Socks & Stockings,IVCN202508011598,2.19172E+11,https://detail.1688.com/offer/979914315488.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i19&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22598214687,27.36,,1,Socks
弹力过膝长袜，7/8高度压缩，压力20-30mmHg，自然色，控制静脉曲张，露趾设计,M,16,https://cf.shopee.com.br/file/br-11134207-7r98o-m90o4gmvk9oi6c,http://shopee.com.br/product/592537479/22598240381,Women Clothes,Socks & Stockings,IVCN2025102115753,1.99172E+11,https://detail.1688.com/offer/949112405987.html?spm=a26352.b28411319.offerlist.46.63391e626s3k51&cosite=-&tracelog=p4p&_p_isad=1&clickid=3269553cf6114d4880df8e4563d857fa&sessionid=4b767e181bfccfa8899369522b157518,高价品,4-21发布,22598240381,16,高价品,3,Pantyhose
弹力过膝长袜，7/8高度压缩，压力20-30mmHg，自然色，控制静脉曲张，露趾设计,GG,16,https://cf.shopee.com.br/file/br-11134207-7r98o-m90o4gmvk9oi6c,http://shopee.com.br/product/592537479/22598240381,Women Clothes,Socks & Stockings,IVCN202508011598,1.99172E+11,https://detail.1688.com/offer/949112405987.html?spm=a26352.b28411319.offerlist.46.63391e626s3k51&cosite=-&tracelog=p4p&_p_isad=1&clickid=3269553cf6114d4880df8e4563d857fa&sessionid=4b767e181bfccfa8899369522b157518,高价品,4-21发布,22598240381,16,高价品,3,Pantyhose
弹力过膝长袜，7/8高度压缩，压力20-30mmHg，自然色，控制静脉曲张，露趾设计,P,28,https://cf.shopee.com.br/file/br-11134207-7r98o-m90o4gmvk9oi6c,http://shopee.com.br/product/592537479/22598240381,Women Clothes,Socks & Stockings,IVCN2025102115761,1.99172E+11,https://detail.1688.com/offer/971506833601.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,4-21发布,22598240381,28,高价品,3,Pantyhose
Boots Pharmaceuticals 机上袜子，6-9 码，1 包,黑色，6-9 码，1包,3.8,https://cf.shopee.co.th/file/th-11134207-7rasg-m5o13xvfz0ve9d,http://shopee.co.th/product/325262295/22658360106,Women Clothes,Socks & Stockings,IVCN2026031722736,2.04662E+11,https://detail.1688.com/offer/777095607477.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22658360106,3.8,,1,Socks
KIT6 双男士加厚羊毛保暖弹性彩色冬季袜子,黑色，6双装,5.52,https://cf.shopee.com.br/file/br-11134207-7r98o-mbczgquif98vf3,http://shopee.com.br/product/1161888171/22692860663,Women Clothes,Socks & Stockings,IVCN2026031722738,2.29424E+11,https://detail.1688.com/offer/685345882484.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,4-21发布,22692860663,5.52,,1,Socks
男士运动、骑行、跑步、矫形、静脉曲张专用高强度压缩聚酰胺袜套装（2双装）,霓虹柠檬黄/霓虹粉，37-40,9.6,https://cf.shopee.com.br/file/br-11134207-7r98o-m6ff3y34ko6fde,http://shopee.com.br/product/920749716/22698217179,Men Clothes,Socks,IVCN2026041626773,1.69403E+11,https://detail.1688.com/offer/562855133158.html?,,4-21发布,22698217179,9.6,,1,
女士条纹棉质中筒袜套装，4双装，尺码36-41，时尚潮流,白色，尺码36至41,2.6,https://cf.shopee.com.br/file/br-11134207-81z1k-merh1b31rfgj7a,http://shopee.com.br/product/578066435/22698916321,Women Clothes,Socks & Stockings,IVCN2026041626775,1.49787E+11,https://detail.1688.com/offer/680464432309.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22698916321,2.6,,1,Socks
MVP Sport 交叉绑带瑜伽袜、运动袜、防滑袜。尺码：35-42,黑色,2.4,https://cf.shopee.co.th/file/th-11134207-7qukz-licv8sqfh30x86,http://shopee.co.th/product/699629583/22746271380,Women Clothes,Socks & Stockings,IVCN2026041626777,2.06834E+11,https://detail.1688.com/offer/713852192863.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,,4-21发布,22746271380,2.4,,1,Socks
5双男女通用高端时尚短踝竹纤维袜组合装，优优品牌，防臭，厚实吸汗，黑白两色可选。,5双黑色网眼BSF2004,5.09,https://cf.shopee.vn/file/vn-11134207-820l4-mf29iil1lhc915,http://shopee.vn/product/834756665/22768118602,Women Clothes,Socks & Stockings,IVCN2026041626777,2.86603E+11,https://detail.1688.com/offer/976576909256.html?spm=a26352.b28411319.offerlist.206.f1881e62cZnNen,,4-21发布,22768118602,5.09,,4,Socks
5双男女通用高端时尚短踝竹纤维袜组合装，优优品牌，防臭，厚实吸汗，黑白两色可选。,5双白色网眼BSF2004,5.09,https://cf.shopee.vn/file/vn-11134207-820l4-mf29il754zyh4c,http://shopee.vn/product/834756665/22768118602,Women Clothes,Socks & Stockings,IVCN2026041626777,2.86603E+11,https://detail.1688.com/offer/978339652248.html?spm=a26352.13672862.offerlist.93.5c461e625Kb4wj&offerId=978339652248&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2746b4e3fdce4922aad89741650f5a95&skuId=6098424371229&forcePC=1764648486034,,4-21发布,22768118602,5.09,,4,Socks
5双男女通用高端时尚短踝竹纤维袜组合装，优优品牌，防臭，厚实吸汗，黑白两色可选。,3黑色2白色网状BSF2004,5.12,https://cf.shopee.vn/file/vn-11134207-820l4-mgsybuv7saod69,http://shopee.vn/product/834756665/22768118602,Women Clothes,Socks & Stockings,IVCN2026041626777,4.05013E+11,https://detail.1688.com/offer/572297971835.html?spm=a26352.b28411319/2508.0.0,,4-21发布,22768118602,5.12,,4,Socks
5双男女通用高端时尚短踝竹纤维袜组合装，优优品牌，防臭，厚实吸汗，黑白两色可选。,2Black3GridBSF2004,5.17,https://cf.shopee.vn/file/vn-11134207-820l4-mgsybutt7uobfb,http://shopee.vn/product/834756665/22768118602,Women Clothes,Socks & Stockings,IVCN202604220082,4.05013E+11,https://detail.1688.com/offer/572297971835.html?spm=a26352.b28411319/2508.0.0,,4-21发布,22768118602,5.17,,4,Socks
