title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,l3
CityLady 大码透明防勾丝连裤袜（肤色）,CityLady 大码透明防勾丝连裤袜（肤色）,5.1,https://cf.shopee.ph/file/ph-11134201-23020-a4vkzi13rlnv1a,http://shopee.ph/product/955182651/21073503390,Women Clothes,Socks & Stockings,IVCN2026091823963,98609088028,https://detail.1688.com/offer/588561728967.html?,高价品,20260918,21073503390,5.1,高价品,1,Pantyhose
个人最佳性能袜：跑步和运动袜，贴合舒适，防止摩擦，透气性极佳。,"BLACK,S",5.2,https://cf.shopee.co.th/file/th-11134207-7qul0-lj2ojyzw6foo3f,http://shopee.co.th/product/225145313/21090637318,Men Clothes,Socks,IVCN2026091823965,206869796897,https://detail.1688.com/offer/639212885010.html?,高价品,20260918,21090637318,5.2,高价品,6,
个人最佳性能袜：跑步和运动袜，贴合舒适，防止摩擦，透气性极佳。,"Violet,M",10.9,https://cf.shopee.co.th/file/th-11134207-81zte-moysyc2qfnrg71,http://shopee.co.th/product/225145313/21090637318,Men Clothes,Socks,IVCN2026091823965,316000992128,https://detail.1688.com/offer/846821325733.html?spm=a26352.b28411319/2508.0.0,高价品,20260918,21090637318,10.9,高价品,6,
个人最佳性能袜：跑步和运动袜，贴合舒适，防止摩擦，透气性极佳。,怀特,4.5,https://cf.shopee.co.th/file/th-11134207-7qula-lj2ojyzw5148bd,http://shopee.co.th/product/225145313/21090637318,Men Clothes,Socks,IVCN2026091823965,206869796896,https://detail.1688.com/offer/771721582979.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,高价品,20260918,21090637318,4.5,高价品,6,
个人最佳性能袜：跑步和运动袜，贴合舒适，防止摩擦，透气性极佳。,格雷，S,3.1,https://cf.shopee.co.th/file/th-11134207-7r98p-lsdit2632o32a2,http://shopee.co.th/product/225145313/21090637318,Men Clothes,Socks,IVCN2026091823965,79749326852,https://detail.1688.com/offer/908713644244.html?spm=a26352.b28411319.offerlist.22.23eb1e62fIUPev,高价品,20260918,21090637318,3.1,高价品,6,
个人最佳性能袜：跑步和运动袜，贴合舒适，防止摩擦，透气性极佳。,"Violet,S",7.8,https://cf.shopee.co.th/file/th-11134207-81zte-moysyc2qfnrg71,http://shopee.co.th/product/225145313/21090637318,Men Clothes,Socks,IVCN2026091823965,316000992127,https://detail.1688.com/offer/1071395796066.html?spm=a26352.13672862.offerlist.49.c3ab1e62EgcRN6&cosite=-&tracelog=p4p&_p_isad=1&clickid=9ff4056908ff4cf5add60d28be81019c&sessionid=185b84998715161a44f313dcc970bfd0,高价品,20260918,21090637318,7.8,高价品,6,
个人最佳性能袜：跑步和运动袜，贴合舒适，防止摩擦，透气性极佳。,黑色，M,4.5,https://cf.shopee.co.th/file/th-11134207-7qul0-lj2ojyzw6foo3f,http://shopee.co.th/product/225145313/21090637318,Men Clothes,Socks,IVCN2026091823965,206869796901,https://detail.1688.com/offer/771721582979.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,高价品,20260918,21090637318,4.5,高价品,6,
5/10双装男女针织袜，高帮、中筒、短款、纯色、柔软、厚实、透气,10双黑色中筒鞋,6.95,https://cf.shopee.vn/file/vn-11134207-7ras8-mcglxxodwjkyc7,http://shopee.vn/product/450935124/21112628199,Women Clothes,Socks & Stockings,IVCN2026091823967,290781958544,https://detail.1688.com/offer/891271521661.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,21112628199,6.95,高价品,1,Socks
两双磁性电气石袜套装，具有自发热疗法、缓解疼痛、辅助治疗糖尿病、风湿病、促进血液循环、防滑等功效。,两双磁性电气石袜套装，具有自发热疗法、缓解疼痛、辅助治疗糖尿病、风湿病、促进血液循环、防滑等功效。,2.5,https://cf.shopee.com.br/file/br-11134207-7r98o-lrnq0jibr7z8a4,http://shopee.com.br/product/439336939/21199202002,Women Clothes,Socks & Stockings,IVCN2026091823969,199592790989,https://detail.1688.com/offer/659441461361.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,高价品,20260918,21199202002,2.5,高价品,1,Socks
7双装女士一次性懒人袜日式抛掷袜女士船袜棉质薄款透气纯棉材质批发旅行用品,7双，均码,12.02,https://cf.shopee.com.my/file/sg-11134201-7rbn3-lmoes330urkz71,http://shopee.com.my/product/550152828/21294011389,Women Clothes,Socks & Stockings,IVCN2026091823971,209589580511,https://detail.1688.com/offer/902764714519.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,21294011389,12.02,高价品,1,Socks
趣味圣诞怪杰袜子，快速发货，圣诞老人🎄 | 尺码：33 至 44，绿色，脾气暴躁的角色,绿色的,3.48,https://cf.shopee.com.br/file/br-11134207-820l4-msowxqdb9nutd2,http://shopee.com.br/product/277573343/21298323528,Women Clothes,Socks & Stockings,IVCN2026091823973,199612854993,https://detail.1688.com/offer/899264949247.html?spm=a26352.b28411319/2508.0.0,高价品,20260918,21298323528,3.48,高价品,1,Socks
伯灵顿女士全支撑弹力连裤袜 120 旦尼尔 1 双装 BSP120,S WHT IND1,7.9,https://cf.shopee.ph/file/ph-11134207-7qul1-lhe9yb8t221ya0,http://shopee.ph/product/31978308/21480319296,Women Clothes,Socks & Stockings,IVCN2026091823975,165915614293,https://detail.1688.com/offer/561460994528.html?spm=a26352.13672862.offerlist.23.fe151e62W8ZqpN&offerId=561460994528&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2393094c0edd4e568115801a0438054e&skuId=3683335451348&forcePC=1787224118353,高价品,20260918,21480319296,7.9,高价品,1,Pantyhose
Attiva 弹性大腿袜 7/8 - 中等压力 18-21 mmHg 静脉曲张袜（无趾套）,M，天然,39,https://cf.shopee.com.br/file/br-11134207-81z1k-mf49v7e77nyf1e,http://shopee.com.br/product/1262713195/21498036507,Women Clothes,Socks & Stockings,IVCN2026091823977,209604437054,https://detail.1688.com/offer/892801793375.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,21498036507,39,高价品,3,Socks
Attiva 弹性大腿袜 7/8 - 中等压力 18-21 mmHg 静脉曲张袜（无趾套）,GG，天然,39,https://cf.shopee.com.br/file/br-11134207-81z1k-mf49v7e77nyf1e,http://shopee.com.br/product/1262713195/21498036507,Women Clothes,Socks & Stockings,IVCN2026091823977,209604437056,https://detail.1688.com/offer/892801793375.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,21498036507,39,高价品,3,Socks
Attiva 弹性大腿袜 7/8 - 中等压力 18-21 mmHg 静脉曲张袜（无趾套）,G，自然深色,39,https://cf.shopee.com.br/file/br-11134207-81z1k-mf49v7e77nyf1e,http://shopee.com.br/product/1262713195/21498036507,Women Clothes,Socks & Stockings,IVCN2026091823977,189605859311,https://detail.1688.com/offer/892801793375.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,21498036507,39,高价品,3,Socks
5双轻薄弹力短袜/长袜。有厚款和薄款可选。,SB3 - 厚米色，5 双,1.25,https://cf.shopee.co.th/file/th-11134207-7r98v-lx6oxajlrr9r41,http://shopee.co.th/product/294586218/21572215075,Women Clothes,Socks & Stockings,IVCN2026091823979,256119532632,https://detail.1688.com/offer/528889960325.html,中价品,20260918,21572215075,1.25,中价品,1,Socks
Vitall Medical 3/4 长筒袜，无趾，高压 20-30 mmHg,梅尔，G,18.5,https://cf.shopee.com.br/file/br-11134207-820m1-mm7jblewnojk70,http://shopee.com.br/product/328687466/21796994029,Women Clothes,Socks & Stockings,IVCN2026091823981,109516969359,https://detail.1688.com/offer/852598132846.html?spm=a26352.b28411319.offerlist.23.58bd1e62ynmmgN,高价品,20260918,21796994029,18.5,高价品,2,Pantyhose
Vitall Medical 3/4 长筒袜，无趾，高压 20-30 mmHg,梅尔，M,18.5,https://cf.shopee.com.br/file/br-11134207-820m1-mm7jblewnojk70,http://shopee.com.br/product/328687466/21796994029,Women Clothes,Socks & Stockings,IVCN2026091823981,109516969358,https://detail.1688.com/offer/852598132846.html?spm=a26352.b28411319.offerlist.23.58bd1e62ynmmgN,高价品,20260918,21796994029,18.5,高价品,2,Pantyhose
Comco 男女款中筒袜 10 双装，纯色设计，黑、白、灰三色可选，采用优质柔软的棉+PE面料制成。,白色10双装,5.8,https://cf.shopee.vn/file/vn-11134207-7r98o-lnd7pv1mtzhpb3,http://shopee.vn/product/747691491/21885757767,Women Clothes,Socks & Stockings,IVCN2026091823983,232193547799,https://detail.1688.com/offer/647377284897.html?spm=a26352.b28411319.offerlist.1.7dc51e620E1XxA,高价品,20260918,21885757767,5.8,高价品,1,Socks
加厚保暖羊毛袜，带衬里，高帮设计，毛绒质感，冬季保暖,雌性 - 成年，2 对,11.6,https://cf.shopee.com.br/file/br-11134207-7r98o-m9svw3tgtrlu93,http://shopee.com.br/product/735003877/21898149284,Women Clothes,Socks & Stockings,IVCN2026091823985,228784599277,https://detail.1688.com/offer/743162371068.html?spm=a26352.b28411319.offerlist.36.69da1e62QRpkQc,高价品,20260918,21898149284,11.6,高价品,1,Socks
Kendall 高压七分袜（无趾）20-30 mmHg,"M,Mel",18.5,https://cf.shopee.com.br/file/sg-11134201-7rbmz-lqm1ui48t76ydb,http://shopee.com.br/product/765629587/21901451473,Women Clothes,Socks & Stockings,IVCN2026091823987,38759351560,https://detail.1688.com/offer/708063034214.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=af29ca170aff42089c6f33ee6c6a0585&sessionid=803f4bdcfab4c7874019e7208d39d95f,高价品,20260918,21901451473,18.5,高价品,1,Socks
3双装女士硅胶防滑冰丝船袜浅口隐形纯棉袜甜美轻薄无缝袜,黑色*3双，36-42,4.35,https://cf.shopee.ph/file/sg-11134201-7qvds-lfum423ma04l90,http://shopee.ph/product/285079728/21987947561,Women Clothes,Socks & Stockings,IVCN2026091823989,221522257428,https://detail.1688.com/offer/744145079985.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,中价品,20260918,21987947561,4.35,中价品,1,Socks
5-10双装纯色浅色高帮袜，面料柔软顺滑，广州进口 - QC20,全白，一套10双,8.9,https://cf.shopee.vn/file/vn-11134207-81ztc-mp068h9mtyx936,http://shopee.vn/product/162991760/22042833459,Women Clothes,Socks & Stockings,IVCN2026091823991,297665995399,https://detail.1688.com/offer/1026321438746.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22042833459,8.9,高价品,1,Socks
TU 套装 2 双男士聚酰胺跑步、健身和篮球袜，毛巾底，减震，中筒长度。,黑白配色，均码（EUR 39-44）,9.4,https://cf.shopee.com.br/file/cn-11134207-7r98o-lt9c68gs30t9b2,http://shopee.com.br/product/912130389/22058278158,Men Clothes,Socks,IVCN2026091823993,184990095103,https://detail.1688.com/offer/618806783264.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22058278158,9.4,高价品,1,
女士不透明丝袜，40旦尼尔，塞琳娜黑色，原装9650,因此，GG,4.03,https://cf.shopee.com.br/file/br-11134207-820lj-mqnefy30qzur69,http://shopee.com.br/product/1550863639/22098605138,Women Clothes,Socks & Stockings,IVCN2026091823995,209175854408,https://detail.1688.com/offer/857538366916.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A212b5ecd17827050712318198e0d2f&token=CdrTkS4BrDF5DyJOt0NR%2F8t4EDFR8%2FxBoCjMsy%2FTsYIt0fM8W3J8GVhqxGiQt7WH&tracelog=cps&clickid=ea0c27e99797e9588da30ea4d7fb7af1&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1D37A7B77222C9CA4B19F450193F653D978F7C8495C67BE9E738E42A9D4DC73E0348394BC3CC3C62B9992F8828C4BE892A1CA0D1361B305CB0A0D25C8AD1A3A09818C71D651897DDDCEBE5F4B74A6D9187D4F5232B1FD2B66F66828F896A713559CB85CE5034972152D5DCA009885F46982EAD3ED22E17213749486720AC12DD71CC51049F3DFDD76%26cbu_cps_trace_flag%3Dwrite,高价品,20260918,22098605138,4.03,高价品,3,Pantyhose
女士不透明丝袜，40旦尼尔，塞琳娜黑色，原装9650,黑色，G,3.29,https://cf.shopee.com.br/file/br-11134207-820lj-mqnefy30qzur69,http://shopee.com.br/product/1550863639/22098605138,Women Clothes,Socks & Stockings,IVCN2026091823995,209175854407,https://detail.1688.com/offer/736657913550.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0bab14ad17841048167887137e0dab&token=puz1wyodp7JVe1ymFLzhL4ELuLroriNyQjGHd8YWM%2F98OylE5LglD8NPVzBVaxRp&tracelog=cps&clickid=d15e1eb8cefc4725c0f6edc8565d2923&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1511AEBFB0C36876109DEFF4C5DACAD4A13C0FB10B64688F6ED3661446B8F6B7C348394BC3CC3C62B9992F8828C4BE89279C3212D8E2F9542F10D3CE0961603E57E05B54AA91198F556A274B48B46A9451559F2BABDC1DE7DA5819AA4677AE429BACF70D17C061ED4F88F1EC080DE460BABC01E5858C33033A5B8C0FCDDC9DACBA17EA6A421EFAEF2%26cbu_cps_trace_flag%3Dwrite,高价品,20260918,22098605138,3.29,高价品,3,Pantyhose
女士不透明丝袜，40旦尼尔，塞琳娜黑色，原装9650,因此，M,4,https://cf.shopee.com.br/file/br-11134207-820lj-mqnefy30qzur69,http://shopee.com.br/product/1550863639/22098605138,Women Clothes,Socks & Stockings,IVCN2026091823995,209175854406,https://detail.1688.com/offer/544613729437.html?spm=a26352.13672862.offerlist.32.59c31e624ERUiU&offerId=544613729437&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5111871799612&trace_log=normal&uuid=9c7eadea1b5249baab63cc780cb0e8ce&forcePC=1787138790707,高价品,20260918,22098605138,4,高价品,3,Pantyhose
3双装 AONIJIE E4838 男女通用高性能跑步五指袜 E4837 E4839 E4840,E4838 季度，M,51.79,https://cf.shopee.ph/file/sg-11134201-7rblq-lnjtsoqnit2gf8,http://shopee.ph/product/299358725/22159871652,Men Clothes,Socks,IVCN2026091823997,204716116435,https://detail.1688.com/offer/927979041866.html?spm=a26352.b28411319.offerlist.5.2bc11e626wuN1P,高价品,20260918,22159871652,51.79,高价品,1,
12双装防滑瑜伽拖鞋袜套装，适用于普拉提、健身和瑜伽,Cor LISA HM,54,https://cf.shopee.com.br/file/br-11134207-820l8-mmgc70r8p72e07,http://shopee.com.br/product/756627905/22292094888,Women Clothes,Socks & Stockings,IVCN2026091823999,119867301659,https://detail.1688.com/offer/1040734033565.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=4a8a764bd5074014b9ebcc5fa29aad17&sessionid=7ea26d987c0a410bac1009d4412c9bcf,高价品,20260918,22292094888,54,高价品,5,Socks
12双装防滑瑜伽拖鞋袜套装，适用于普拉提、健身和瑜伽,深色光滑色 HM,31.2,https://cf.shopee.com.br/file/br-11134207-820mh-mmtdd1rtxy4h4d,http://shopee.com.br/product/756627905/22292094888,Women Clothes,Socks & Stockings,IVCN2026091823999,179401366474,https://detail.1688.com/offer/987839787106.html?spm=a26352.b28411319.offerlist.1.dd661e62j2nCzq&cosite=-&tracelog=p4p&_p_isad=1&clickid=c643f5d12c7d4f94ae86ad29a5332b59&sessionid=dcb6115ce46a0e1bb5272ee598817a36,高价品,20260918,22292094888,31.2,高价品,5,Socks
12双装防滑瑜伽拖鞋袜套装，适用于普拉提、健身和瑜伽,HM 印刷,14.4,https://cf.shopee.com.br/file/br-11134207-820m5-msqiol790s93d3,http://shopee.com.br/product/756627905/22292094888,Women Clothes,Socks & Stockings,IVCN2026091823999,119867301658,https://detail.1688.com/offer/743502504769.html?spm=a26352.b28411319.offerlist.5.79db1e6272l0HE,高价品,20260918,22292094888,14.4,高价品,5,Socks
12双装防滑瑜伽拖鞋袜套装，适用于普拉提、健身和瑜伽,Cor LISA AG,34.8,https://cf.shopee.com.br/file/br-11134207-7r98o-m743yytddjd3f5,http://shopee.com.br/product/756627905/22292094888,Women Clothes,Socks & Stockings,IVCN2026091823999,139649386583,https://detail.1688.com/offer/762549534502.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517827156543746147e0e35&token=SU1C8MI7m1g3Q7IWtYf%2Bx7QkypRHx9%2FNpxxrW5dSKcWI09edtU61kNEIjZ7u4anz,高价品,20260918,22292094888,34.8,高价品,5,Socks
12双装防滑瑜伽拖鞋袜套装，适用于普拉提、健身和瑜伽,Cor LISA AG 02,32.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m743yytdexxj64,http://shopee.com.br/product/756627905/22292094888,Women Clothes,Socks & Stockings,IVCN2026091823999,139649386584,https://detail.1688.com/offer/842486753383.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417710394098787520e0ddf&token=tnVGPJBoYljTqYv9Mt7ujeVK9PtrkVV2BlPZOAEVfet0%2BN%2BFkUtGKTEhuV8Hjnqq,高价品,20260918,22292094888,32.4,高价品,5,Socks
Kendall 7/8 硅胶高弹力无趾长筒袜，1713,G,28.5,https://cf.shopee.com.br/file/sg-11134201-7rdyi-md3jre41cwu81a,http://shopee.com.br/product/1610428981/22294663960,Women Clothes,Socks & Stockings,IVCN2026091824001,189181388428,https://detail.1688.com/offer/570975253766.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22294663960,28.5,高价品,2,Socks
Kendall 7/8 硅胶高弹力无趾长筒袜，1713,M,28.5,https://cf.shopee.com.br/file/sg-11134201-7rdyi-md3jre41cwu81a,http://shopee.com.br/product/1610428981/22294663960,Women Clothes,Socks & Stockings,IVCN2026091824001,189181388429,https://detail.1688.com/offer/570975253766.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22294663960,28.5,高价品,2,Socks
Trifil 短袜套装，6 双装，运动风，纯色，现代简约，基础款，纯棉，真跟,混合组，39至43,2.76,https://cf.shopee.com.br/file/br-11134207-7r98o-m3umdwj8vp6da5,http://shopee.com.br/product/800864347/22298100691,Women Clothes,Socks & Stockings,IVCN2026091824003,199169459073,https://detail.1688.com/offer/966275973914.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22298100691,2.76,高价品,1,Socks
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,六件套（六件）- 黑色，尺码 39-43,5.88,https://cf.shopee.com.br/file/br-11134207-7r98o-mc95k5nwm9y882,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN2026091824005,109724109046,https://detail.1688.com/offer/799351506892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17639793982176127e0ce6&token=kNM9dkTdmSFXW3XyP4gyn4ZbtYQhcrNG6yu4JZB6eyBYaRZ7aNIDjLiQwCWeA9nX,高价品,20260918,22298584207,5.88,高价品,3,Socks
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,套装包含 6 件（六件）- 白色/黑色/灰色，39-43,5.88,https://cf.shopee.com.br/file/br-11134207-7r98o-mc98rcw7aprf54,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN2026091824005,219177147549,https://detail.1688.com/offer/799351506892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17639793982176127e0ce6&token=kNM9dkTdmSFXW3XyP4gyn4ZbtYQhcrNG6yu4JZB6eyBYaRZ7aNIDjLiQwCWeA9nX,高价品,20260918,22298584207,5.88,高价品,3,Socks
HOAHI 短袜套装（3 双或 6 双装），优质棉质，男女通用，轻度压力,套装包含 6 件（六件）- 白色，39-43,5.88,https://cf.shopee.com.br/file/br-11134207-7r98o-mc95k5nwkvds81,http://shopee.com.br/product/790355216/22298584207,Women Clothes,Socks & Stockings,IVCN2026091824005,109724109044,https://detail.1688.com/offer/799351506892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17639793982176127e0ce6&token=kNM9dkTdmSFXW3XyP4gyn4ZbtYQhcrNG6yu4JZB6eyBYaRZ7aNIDjLiQwCWeA9nX,高价品,20260918,22298584207,5.88,高价品,3,Socks
【订单满16.9万送礼品】【组合5】UPPER YOU 女士棉袜，短袜，柔软，加厚，透气，防臭，超柔软 - BSF2001,白色短领，3双,2.26,https://cf.shopee.vn/file/vn-11134207-81ztc-ms5g4n3tsnpdc7,http://shopee.vn/product/834756665/22360042122,Women Clothes,Socks & Stockings,IVCN2026091824007,214721903152,https://detail.1688.com/offer/898186259529.html?spm=a26352.b28411319.offerlist.18.57a31e62dJgFMb,中价品,20260918,22360042122,2.26,中价品,2,Socks
【订单满16.9万送礼品】【组合5】UPPER YOU 女士棉袜，短袜，柔软，加厚，透气，防臭，超柔软 - BSF2001,白色短领，5双,7.57,https://cf.shopee.vn/file/vn-11134207-81ztc-ms5g4n3tsnpdc7,http://shopee.vn/product/834756665/22360042122,Women Clothes,Socks & Stockings,IVCN2026091824007,214721903153,https://detail.1688.com/offer/628211447967.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i16&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22360042122,7.57,高价品,2,Socks
A99 加厚长袜，黑色/多种颜色可选。12 双/包。均码，适合 37-44 码脚。现货供应。,颜色多样,8.4,https://cf.shopee.co.th/file/th-11134207-7qukx-lfu5oqbyckr3e7,http://shopee.co.th/product/230985692/22365668791,Men Clothes,Socks,IVCN2026091824009,184239587823,https://detail.1688.com/offer/743408402912.html?spm=a26352.13672862.offerlist.41.32451e62zlmgOt&cosite=-&tracelog=p4p&_p_isad=1&clickid=77d975edc9cb401c9a9c3036c0c4f106&sessionid=11e3c8ce88260817e288df6b125fda64,中价品,20260918,22365668791,8.4,中价品,1,
女士6双装丝袜套装，40旦尼尔，隐形超细纤维，自然肤色，黑色，Selene,天然，U,2.88,https://cf.shopee.com.br/file/sg-11134201-7rd56-lul08iigoa0d50,http://shopee.com.br/product/807804926/22392985367,Women Clothes,Socks & Stockings,IVCN2026091824011,189594864864,https://detail.1688.com/offer/616751395399.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22392985367,2.88,高价品,1,Socks
3双、2双或1双女士成人防滑普拉提健身瑜伽袜,A型，3对,7.5,https://cf.shopee.com.br/file/br-11134207-7r98o-lwu5t39y4tpyc0,http://shopee.com.br/product/386064171/22393053729,Women Clothes,Socks & Stockings,IVCN2026091824013,229405587315,https://detail.1688.com/offer/889998496545.html?spm=a26352.b28411319/2508.0.0.12141e62ZUAWsP&cosite=-&tracelog=p4p&_p_isad=1&clickid=cf986a8a25524bebb9781e470a267b9e&sessionid=9934fc661f8a81a82eb16a51b45e5b09,高价品,20260918,22393053729,7.5,高价品,1,Socks
术后压力袜，7/8 长度，露趾，用于缓解静脉曲张、肿胀和疼痛 - 可立即发货。,裸体，M,4.5,https://cf.shopee.com.br/file/br-11134207-7r98o-lrwftvpnmyod8a,http://shopee.com.br/product/506508717/22397347463,Women Clothes,Socks & Stockings,IVCN2026091824015,179727112979,https://detail.1688.com/offer/622883829002.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17827209633643100e0d4e&token=IZB5y%2FQl9K%2Bair5VdlFWzchljIGLZYaPwRcRfFfkIoOd5lC52wu8AOm5Jh%2BRuRUU,高价品,20260918,22397347463,4.5,高价品,2,Pantyhose
术后压力袜，7/8 长度，露趾，用于缓解静脉曲张、肿胀和疼痛 - 可立即发货。,裸体，G,21.8,https://cf.shopee.com.br/file/br-11134207-7r98o-lrwftvpnmyod8a,http://shopee.com.br/product/506508717/22397347463,Women Clothes,Socks & Stockings,IVCN2026091824015,179727112976,https://detail.1688.com/offer/892113375741.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,20260918,22397347463,21.8,高价品,2,Pantyhose
Venosan Ultraline 4000 20-30mmHg 小腿袜，露趾款，米色,M,12.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m04yulrmqt0n77,http://shopee.com.br/product/1267271787/22397777729,Women Clothes,Socks & Stockings,IVCN2026091824017,149779414339,https://detail.1688.com/offer/708063034214.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=ce34b7ad68bf43a29017b1563e821bf2&sessionid=c93e0eb71a644b818c57dfe730ebdbf0,高价品,20260918,22397777729,12.5,高价品,2,Socks
Venosan Ultraline 4000 20-30mmHg 小腿袜，露趾款，米色,P,12.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m04yulrmqt0n77,http://shopee.com.br/product/1267271787/22397777729,Women Clothes,Socks & Stockings,IVCN2026091824017,149779414338,https://detail.1688.com/offer/708063034214.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=ce34b7ad68bf43a29017b1563e821bf2&sessionid=c93e0eb71a644b818c57dfe730ebdbf0,高价品,20260918,22397777729,12.5,高价品,2,Socks
套装包含 12 至 24 双原装专业短袜,黑色，套装包含 24 个,46.8,https://cf.shopee.com.br/file/br-11134207-7r98o-m58wwso7pzg2f2,http://shopee.com.br/product/1218369527/22398154635,Men Clothes,Socks,IVCN2026091824019,228778050771,https://detail.1688.com/offer/788732749280.html?spm=a26352.b28411319.offerlist.5.36511e622BZU7z,高价品,20260918,22398154635,46.8,高价品,1,
